
RCP4.5_WITH SUPPLEMENTARY EXTENSION SCP45to3PD__MIDYEAR__CONCENTRATIONS____________________________
CONTENT:           CMIP5 RECOMMENDATIONS FOR ANNUAL AVERAGE, GLOBAL MEAN CONCENTRATIONS.
RUN:               RCP45SCP45to3PD, FINAL RELEASE, 30 May 2010
RCP4.5 CONTACT:    MiniCAM group, Allison Thomson (Allison.Thomson@pnl.gov)
DATE:              30/5/2010 01:02:33
MAGICC-VERSION:    6.3.09, 25 November 2009
FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren et al. 
DOCUMENTATION:     M. Meinshausen, S. Smith et al. (2011) "The RCP GHG concentrations and their extension from 1765 to 2300", DOI 10.1007/s10584-011-0156-z, Climatic Change.
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb
FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps
NOTE:              RCP4.5 starts 2005; 20th century data and earlier is provided for convenience; supplementary extension so that RCP3PD levels reached by 2250.

COLUMN_DESCRIPTION________________________________________
1. CO2EQ            - (For Information only, not CMIP5 recommendation) CO2 equivalence concentrations using CO2 radiative forcing relationship Q = 3.71/ln(2)*ln(C/278), aggregating all (efficacy-adjusted) anthropogenic forcings, including greenhouse gases listed below (i.e. columns 3,4,5 and 8-35), and aerosols, trop. ozone etc. (not listed below).
2. KYOTO-CO2EQ      - (For information only, not CMIP5 recommendation) As column 1, but only aggregating greenhouse gases controlled under the Kyoto Protocol (columns 3,4,5 and 8-19).
3. CO2              - Atmospheric CO2 concentrations
4. CH4              - Atmospheric CH4 concentrations
5. N2O              - Atmospheric N2O concentrations
6. FGASSUMHFC134AEQ - All flourinated gases controlled under the Kyoto Protocol, i.e. HFCs, PFCs, and SF6 (columns 8-19) expressed as HFC134a equivalence concentrations.
7. MHALOSUMCFC12EQ  - All flourinated gases controlled under the Montreal Protocol, i.e. CFCs, HCFCs, Halons, CCl4, CH3Br, CH3Cl (columns 20-35) expressed as CFC-12 equivalence concentrations.
8. - 19.            - Flourinated Gases controlled under the Kyoto Protocol
20. - 35.           - Ozone Depleting Substances controlled under the Montreal Protocol


 &THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS    =          35,
 THISFILE_FIRSTYEAR      =        1765,
 THISFILE_LASTYEAR       =        2500,
 THISFILE_ANNUALSTEPS    =           1,
 THISFILE_FIRSTDATAROW   =          40,
 THISFILE_UNITS          =  SEE ROW 38,
 THISFILE_DATTYPE        =  RCPDAT
/

   COLUMN:                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
      2291      0.36507610E+03      0.40849846E+03      0.36252972E+03      0.12502684E+04      0.33983250E+03      0.88643704E+03      0.31117490E+02      0.15798436E+03      0.13485758E+02      0.31857402E+00      0.19022088E+02      0.45262243E+02      0.38858334E+01      0.33158469E+02      0.42961919E+03      0.12775570E+03      0.71097855E-01      0.27799978E+02      0.28741298E+02      0.25254908E+00      0.18379049E+02      0.13746111E+01      0.53455523E+01      0.74865891E+01      0.19331304E-03      0.96120094E-24      0.25291153E-06      0.27536927E-04      0.12129669E-04      0.16756163E-06      0.85240551E-44      0.26268738E-01      0.90098190E-07      0.65346517E+01      0.53802891E+03
      2292      0.36488755E+03      0.40829173E+03      0.36234307E+03      0.12503911E+04      0.33982445E+03      0.88654027E+03      0.30871002E+02      0.15798457E+03      0.13485757E+02      0.31857456E+00      0.19021731E+02      0.45270813E+02      0.38864288E+01      0.33164847E+02      0.42967344E+03      0.12778648E+03      0.71103123E-01      0.27804409E+02      0.28741287E+02      0.24654180E+00      0.18176158E+02      0.13567759E+01      0.53258094E+01      0.74817021E+01      0.18523211E-03      0.78565961E-24      0.23249506E-06      0.24701836E-04      0.11464388E-04      0.15707682E-06      0.60379503E-44      0.25823925E-01      0.85509043E-07      0.65391941E+01      0.53802891E+03
      2293      0.36469209E+03      0.40807698E+03      0.36214882E+03      0.12505281E+04      0.33981647E+03      0.88664768E+03      0.30627359E+02      0.15798478E+03      0.13485755E+02      0.31857511E+00      0.19021393E+02      0.45279917E+02      0.38870484E+01      0.33171294E+02      0.42973072E+03      0.12781729E+03      0.71109399E-01      0.27809162E+02      0.28741276E+02      0.24066583E+00      0.17975705E+02      0.13391894E+01      0.53061589E+01      0.74768233E+01      0.17749651E-03      0.64220309E-24      0.21373084E-06      0.22159188E-04      0.10835736E-04      0.14725117E-06      0.42769366E-44      0.25387074E-01      0.81155489E-07      0.65427125E+01      0.53802891E+03
      2294      0.36448948E+03      0.40785403E+03      0.36194695E+03      0.12506745E+04      0.33980856E+03      0.88675765E+03      0.30386523E+02      0.15798499E+03      0.13485754E+02      0.31857566E+00      0.19021072E+02      0.45289226E+02      0.38876842E+01      0.33177776E+02      0.42979001E+03      0.12784806E+03      0.71116597E-01      0.27814102E+02      0.28741265E+02      0.23493795E+00      0.17777634E+02      0.13218459E+01      0.52865978E+01      0.74719518E+01      0.17009028E-03      0.52495945E-24      0.19648436E-06      0.19878697E-04      0.10241671E-04      0.13804269E-06      0.30295359E-44      0.24957984E-01      0.77025121E-07      0.65456994E+01      0.53802891E+03
      2295      0.36428047E+03      0.40762378E+03      0.36173844E+03      0.12508260E+04      0.33980073E+03      0.88686875E+03      0.30148435E+02      0.15798520E+03      0.13485752E+02      0.31857621E+00      0.19020766E+02      0.45298480E+02      0.38883289E+01      0.33184262E+02      0.42985038E+03      0.12787873E+03      0.71124635E-01      0.27819116E+02      0.28741254E+02      0.22935365E+00      0.17581893E+02      0.13047399E+01      0.52671236E+01      0.74670872E+01      0.16299835E-03      0.42913378E-24      0.18063220E-06      0.17833240E-04      0.96802716E-05      0.12941214E-06      0.21459489E-44      0.24536463E-01      0.73106230E-07      0.65482759E+01      0.53802891E+03
      2296      0.36405697E+03      0.40737790E+03      0.36151765E+03      0.12509311E+04      0.33979297E+03      0.88696200E+03      0.29912507E+02      0.15798540E+03      0.13485751E+02      0.31857675E+00      0.19020447E+02      0.45304230E+02      0.38888839E+01      0.33190286E+02      0.42989948E+03      0.12790829E+03      0.71132640E-01      0.27822773E+02      0.28741243E+02      0.22389942E+00      0.17388107E+02      0.12878379E+01      0.52477009E+01      0.74622206E+01      0.15619538E-03      0.35078778E-24      0.16605591E-06      0.15997880E-04      0.91495288E-05      0.12131863E-06      0.15200668E-44      0.24121636E-01      0.69385137E-07      0.65462239E+01      0.53802891E+03
      2297      0.36382024E+03      0.40711822E+03      0.36128714E+03      0.12509629E+04      0.33978528E+03      0.88702707E+03      0.29678474E+02      0.15798561E+03      0.13485749E+02      0.31857730E+00      0.19020094E+02      0.45304951E+02      0.38892922E+01      0.33195571E+02      0.42993037E+03      0.12793614E+03      0.71139735E-01      0.27824348E+02      0.28741232E+02      0.21856614E+00      0.17196041E+02      0.12711187E+01      0.52283078E+01      0.74573467E+01      0.14966238E-03      0.28671949E-24      0.15264943E-06      0.14350629E-04      0.86476423E-05      0.11372604E-06      0.10767278E-44      0.23712941E-01      0.65850153E-07      0.65402881E+01      0.53802891E+03
      2298      0.36358780E+03      0.40686374E+03      0.36106235E+03      0.12509623E+04      0.33977766E+03      0.88707847E+03      0.29446773E+02      0.15798582E+03      0.13485748E+02      0.31857785E+00      0.19019726E+02      0.45303783E+02      0.38896247E+01      0.33200439E+02      0.42995216E+03      0.12796293E+03      0.71146142E-01      0.27825007E+02      0.28741221E+02      0.21335747E+00      0.17005904E+02      0.12545997E+01      0.52089666E+01      0.74524709E+01      0.14339629E-03      0.23434249E-24      0.14032251E-06      0.12872653E-04      0.81731771E-05      0.10660627E-06      0.76269206E-45      0.23310761E-01      0.62493784E-07      0.65363849E+01      0.53802891E+03
      2299      0.36336914E+03      0.40662466E+03      0.36085137E+03      0.12509578E+04      0.33977011E+03      0.88712660E+03      0.29217606E+02      0.15798602E+03      0.13485746E+02      0.31857839E+00      0.19019357E+02      0.45302772E+02      0.38899342E+01      0.33205133E+02      0.42997149E+03      0.12798919E+03      0.71152297E-01      0.27825562E+02      0.28741209E+02      0.20827520E+00      0.16817843E+02      0.12382932E+01      0.51896943E+01      0.74475977E+01      0.13739170E-03      0.19153226E-24      0.12899065E-06      0.11546851E-04      0.77247295E-05      0.99931917E-07      0.54024718E-45      0.22915348E-01      0.59308291E-07      0.65351617E+01      0.53802891E+03
      2300      0.36316649E+03      0.40640314E+03      0.36065531E+03      0.12509732E+04      0.33976262E+03      0.88718025E+03      0.28991128E+02      0.15798623E+03      0.13485745E+02      0.31857894E+00      0.19019001E+02      0.45303466E+02      0.38902669E+01      0.33209871E+02      0.42999411E+03      0.12801538E+03      0.71158595E-01      0.27826672E+02      0.28741198E+02      0.20332037E+00      0.16631986E+02      0.12222094E+01      0.51705063E+01      0.74427310E+01      0.13164232E-03      0.15654667E-24      0.11857540E-06      0.10357765E-04      0.73009500E-05      0.93676745E-07      0.38268002E-45      0.22526902E-01      0.56286030E-07      0.65366010E+01      0.53802891E+03
      2301      0.36297933E+03      0.40619825E+03      0.36047244E+03      0.12510336E+04      0.33975521E+03      0.88724912E+03      0.28767534E+02      0.15798644E+03      0.13485743E+02      0.31857949E+00      0.19018673E+02      0.45307425E+02      0.38906746E+01      0.33214905E+02      0.43002648E+03      0.12804206E+03      0.71165492E-01      0.27829040E+02      0.28741187E+02      0.19849449E+00      0.16448486E+02      0.12063605E+01      0.51514208E+01      0.74378755E+01      0.12614239E-03      0.12795993E-24      0.10900456E-06      0.92915073E-05      0.69005652E-05      0.87816159E-07      0.27106851E-45      0.22145665E-01      0.53419788E-07      0.65410949E+01      0.53802891E+03
      2302      0.36279971E+03      0.40600110E+03      0.36029494E+03      0.12511381E+04      0.33974786E+03      0.88733311E+03      0.28546738E+02      0.15798665E+03      0.13485742E+02      0.31858003E+00      0.19018375E+02      0.45314223E+02      0.38911584E+01      0.33220248E+02      0.43006883E+03      0.12806927E+03      0.71173035E-01      0.27832584E+02      0.28741176E+02      0.19377375E+00      0.16267333E+02      0.11907451E+01      0.51324398E+01      0.74330318E+01      0.12088153E-03      0.10460109E-24      0.10020971E-06      0.83353880E-05      0.65222889E-05      0.82325355E-07      0.19200934E-45      0.21771547E-01      0.50701588E-07      0.65466195E+01      0.53802891E+03
      2303      0.36261746E+03      0.40580059E+03      0.36011360E+03      0.12512673E+04      0.33974058E+03      0.88742541E+03      0.28328523E+02      0.15798686E+03      0.13485740E+02      0.31858058E+00      0.19018101E+02      0.45322280E+02      0.38916844E+01      0.33225748E+02      0.43011707E+03      0.12809670E+03      0.71180969E-01      0.27836723E+02      0.28741165E+02      0.18915283E+00      0.16088406E+02      0.11753515E+01      0.51135530E+01      0.74281975E+01      0.11584646E-03      0.85510888E-25      0.92126761E-07      0.74778976E-05      0.61648520E-05      0.77179976E-07      0.13600837E-45      0.21404220E-01      0.48123121E-07      0.65511087E+01      0.53802891E+03
      2304      0.36242816E+03      0.40559194E+03      0.35992459E+03      0.12514097E+04      0.33973337E+03      0.88752202E+03      0.28112804E+02      0.15798707E+03      0.13485739E+02      0.31858112E+00      0.19017844E+02      0.45330759E+02      0.38922328E+01      0.33231319E+02      0.43016863E+03      0.12812416E+03      0.71189135E-01      0.27841137E+02      0.28741154E+02      0.18464853E+00      0.15911618E+02      0.11601716E+01      0.50947541E+01      0.74233711E+01      0.11102573E-03      0.69907536E-25      0.84697386E-07      0.67087842E-05      0.58270771E-05      0.72357677E-07      0.96340505E-46      0.21043439E-01      0.45676801E-07      0.65545740E+01      0.53802891E+03
      2305      0.36223158E+03      0.40537496E+03      0.35972789E+03      0.12515603E+04      0.33972622E+03      0.88762132E+03      0.27899536E+02      0.15798728E+03      0.13485738E+02      0.31858167E+00      0.19017602E+02      0.45339354E+02      0.38927959E+01      0.33236927E+02      0.43022247E+03      0.12815159E+03      0.71197469E-01      0.27845697E+02      0.28741143E+02      0.18025727E+00      0.15736921E+02      0.11452005E+01      0.50760402E+01      0.74185520E+01      0.10640946E-03      0.57153344E-25      0.77868424E-07      0.60189038E-05      0.55078699E-05      0.67837900E-07      0.68242071E-46      0.20689040E-01      0.43355681E-07      0.65575081E+01      0.53802891E+03
      2306      0.36202847E+03      0.40515056E+03      0.35952447E+03      0.12517150E+04      0.33971913E+03      0.88772191E+03      0.27688668E+02      0.15798749E+03      0.13485736E+02      0.31858222E+00      0.19017375E+02      0.45347820E+02      0.38933663E+01      0.33242541E+02      0.43027764E+03      0.12817892E+03      0.71205912E-01      0.27850294E+02      0.28741132E+02      0.17597563E+00      0.15564270E+02      0.11304335E+01      0.50574088E+01      0.74137395E+01      0.10198835E-03      0.46727499E-25      0.71591096E-07      0.54000659E-05      0.52061990E-05      0.63601440E-07      0.48338757E-46      0.20340865E-01      0.41153206E-07      0.65600319E+01      0.53802891E+03
      2307      0.36181083E+03      0.40491051E+03      0.35930877E+03      0.12518224E+04      0.33971211E+03      0.88780477E+03      0.27479661E+02      0.15798771E+03      0.13485735E+02      0.31858276E+00      0.19017132E+02      0.45352722E+02      0.38938456E+01      0.33247695E+02      0.43032179E+03      0.12820514E+03      0.71213612E-01      0.27853502E+02      0.28741121E+02      0.17179326E+00      0.15393332E+02      0.11158415E+01      0.50388260E+01      0.74089250E+01      0.97746632E-04      0.38202161E-25      0.65818569E-07      0.48447386E-05      0.49209871E-05      0.59628275E-07      0.34240395E-46      0.19998192E-01      0.39061707E-07      0.65579174E+01      0.53802891E+03
      2308      0.36158016E+03      0.40465688E+03      0.35908355E+03      0.12518558E+04      0.33970516E+03      0.88785960E+03      0.27272287E+02      0.15798792E+03      0.13485733E+02      0.31858331E+00      0.19016856E+02      0.45352546E+02      0.38941774E+01      0.33252111E+02      0.43034796E+03      0.12822965E+03      0.71220057E-01      0.27854598E+02      0.28741110E+02      0.16770320E+00      0.15223901E+02      0.11014064E+01      0.50202708E+01      0.74041030E+01      0.93672523E-04      0.31229429E-25      0.60508925E-07      0.43462807E-05      0.46512684E-05      0.55900704E-07      0.24253926E-46      0.19660554E-01      0.37074634E-07      0.65519093E+01      0.53802891E+03
      2309      0.36135400E+03      0.40440871E+03      0.35886430E+03      0.12518561E+04      0.33969827E+03      0.88790091E+03      0.27066955E+02      0.15798812E+03      0.13485732E+02      0.31858385E+00      0.19016565E+02      0.45350445E+02      0.38944335E+01      0.33256113E+02      0.43036522E+03      0.12825311E+03      0.71225826E-01      0.27854754E+02      0.28741099E+02      0.16370830E+00      0.15056161E+02      0.10871432E+01      0.50017647E+01      0.73992792E+01      0.89764194E-04      0.25528243E-25      0.55626481E-07      0.38990040E-05      0.43962733E-05      0.52404986E-07      0.17180086E-46      0.19328273E-01      0.35187795E-07      0.65479371E+01      0.53802891E+03
      2310      0.36114168E+03      0.40417604E+03      0.35865896E+03      0.12518519E+04      0.33969144E+03      0.88793909E+03      0.26863846E+02      0.15798833E+03      0.13485730E+02      0.31858440E+00      0.19016273E+02      0.45348473E+02      0.38946668E+01      0.33259941E+02      0.43038022E+03      0.12827605E+03      0.71231352E-01      0.27854783E+02      0.28741088E+02      0.15980992E+00      0.14890244E+02      0.10730625E+01      0.49833240E+01      0.73944578E+01      0.86018339E-04      0.20867699E-25      0.51137834E-07      0.34977416E-05      0.41552490E-05      0.49127698E-07      0.12169384E-46      0.19001556E-01      0.33396858E-07      0.65466511E+01      0.53802891E+03
      2311      0.36094536E+03      0.40396094E+03      0.35846856E+03      0.12518670E+04      0.33968467E+03      0.88798294E+03      0.26663099E+02      0.15798854E+03      0.13485729E+02      0.31858494E+00      0.19015994E+02      0.45348183E+02      0.38949233E+01      0.33263816E+02      0.43039871E+03      0.12829893E+03      0.71237032E-01      0.27855349E+02      0.28741077E+02      0.15600890E+00      0.14726262E+02      0.10591733E+01      0.49649634E+01      0.73896427E+01      0.82431093E-04      0.17058424E-25      0.47011967E-07      0.31378243E-05      0.39274715E-05      0.46055994E-07      0.86200918E-47      0.18680571E-01      0.31697545E-07      0.65480356E+01      0.53802891E+03
      2312      0.36076412E+03      0.40376202E+03      0.35829099E+03      0.12519269E+04      0.33967796E+03      0.88804217E+03      0.26464891E+02      0.15798875E+03      0.13485727E+02      0.31858549E+00      0.19015743E+02      0.45351143E+02      0.38952549E+01      0.33267989E+02      0.43042711E+03      0.12832231E+03      0.71243321E-01      0.27857158E+02      0.28741066E+02      0.15230641E+00      0.14564351E+02      0.10454862E+01      0.49467004E+01      0.73848386E+01      0.78998944E-04      0.13945408E-25      0.43220326E-07      0.28150553E-05      0.37122578E-05      0.43177829E-07      0.61059771E-47      0.18365522E-01      0.30085816E-07      0.65524846E+01      0.53802891E+03
      2313      0.36059005E+03      0.40357045E+03      0.35811844E+03      0.12520303E+04      0.33967132E+03      0.88811681E+03      0.26269153E+02      0.15798897E+03      0.13485726E+02      0.31858603E+00      0.19015521E+02      0.45357015E+02      0.38956644E+01      0.33272486E+02      0.43046568E+03      0.12834625E+03      0.71250267E-01      0.27860162E+02      0.28741055E+02      0.14870030E+00      0.14404504E+02      0.10319999E+01      0.49285369E+01      0.73800462E+01      0.75715453E-04      0.11401323E-25      0.39735859E-07      0.25256001E-05      0.35089179E-05      0.40481055E-07      0.43251229E-47      0.18056334E-01      0.28557202E-07      0.65579703E+01      0.53802891E+03
      2314      0.36041335E+03      0.40337553E+03      0.35794210E+03      0.12521582E+04      0.33966474E+03      0.88820022E+03      0.26075685E+02      0.15798918E+03      0.13485724E+02      0.31858657E+00      0.19015321E+02      0.45364291E+02      0.38961197E+01      0.33277164E+02      0.43051028E+03      0.12837045E+03      0.71257615E-01      0.27863818E+02      0.28741044E+02      0.14518611E+00      0.14246612E+02      0.10187044E+01      0.49104632E+01      0.73752630E+01      0.72572383E-04      0.93218479E-26      0.36533214E-07      0.22659801E-05      0.33167706E-05      0.37953738E-07      0.30636683E-47      0.17752736E-01      0.27107045E-07      0.65624214E+01      0.53802891E+03
      2315      0.36022962E+03      0.40317251E+03      0.35775810E+03      0.12522989E+04      0.33965821E+03      0.88828834E+03      0.25884398E+02      0.15798939E+03      0.13485723E+02      0.31858712E+00      0.19015137E+02      0.45372108E+02      0.38966008E+01      0.33281938E+02      0.43055837E+03      0.12839475E+03      0.71265204E-01      0.27867796E+02      0.28741033E+02      0.14176029E+00      0.14090600E+02      0.10055928E+01      0.48924731E+01      0.73704875E+01      0.69562631E-04      0.76219458E-26      0.33589322E-07      0.20330969E-05      0.31351842E-05      0.35584927E-07      0.21701264E-47      0.17454528E-01      0.25731091E-07      0.65658480E+01      0.53802891E+03
      2316      0.36003862E+03      0.40296119E+03      0.35756647E+03      0.12524477E+04      0.33965175E+03      0.88837952E+03      0.25695255E+02      0.15798961E+03      0.13485721E+02      0.31858766E+00      0.19014968E+02      0.45380138E+02      0.38970996E+01      0.33286773E+02      0.43060888E+03      0.12841906E+03      0.71272972E-01      0.27871962E+02      0.28741022E+02      0.13842014E+00      0.13936426E+02      0.99266083E+00      0.48745639E+01      0.73657192E+01      0.66680079E-04      0.62322448E-26      0.30883153E-07      0.18241861E-05      0.29635715E-05      0.33364550E-07      0.15371927E-47      0.17161574E-01      0.24425447E-07      0.65687428E+01      0.53802891E+03
      2317      0.35984112E+03      0.40274248E+03      0.35736814E+03      0.12526004E+04      0.33964534E+03      0.88847232E+03      0.25508195E+02      0.15798982E+03      0.13485720E+02      0.31858820E+00      0.19014811E+02      0.45388120E+02      0.38976088E+01      0.33291637E+02      0.43066087E+03      0.12844333E+03      0.71280859E-01      0.27876203E+02      0.28741011E+02      0.13514211E+00      0.13784049E+02      0.97990434E+00      0.48567333E+01      0.73609573E+01      0.63918946E-04      0.50960789E-26      0.28395411E-07      0.16367718E-05      0.28013789E-05      0.31283195E-07      0.10888588E-47      0.16873744E-01      0.23186437E-07      0.65712270E+01      0.53802891E+03
      2318      0.35962918E+03      0.40250825E+03      0.35715763E+03      0.12527056E+04      0.33963899E+03      0.88854771E+03      0.25322725E+02      0.15799003E+03      0.13485718E+02      0.31858875E+00      0.19014637E+02      0.45392601E+02      0.38980295E+01      0.33296063E+02      0.43070194E+03      0.12846654E+03      0.71288013E-01      0.27879087E+02      0.28740999E+02      0.13191880E+00      0.13633177E+02      0.96729832E+00      0.48389486E+01      0.73561934E+01      0.61269425E-04      0.41668898E-26      0.26107565E-07      0.14685766E-05      0.26480281E-05      0.29331046E-07      0.77128497E-48      0.16590441E-01      0.22009758E-07      0.65690626E+01      0.53802891E+03
      2319      0.35940436E+03      0.40226059E+03      0.35693773E+03      0.12527367E+04      0.33963270E+03      0.88859532E+03      0.25138662E+02      0.15799025E+03      0.13485717E+02      0.31858929E+00      0.19014429E+02      0.45392055E+02      0.38983053E+01      0.33299772E+02      0.43072515E+03      0.12848808E+03      0.71293920E-01      0.27879887E+02      0.28740988E+02      0.12876636E+00      0.13483626E+02      0.95482697E+00      0.48211898E+01      0.73514220E+01      0.58724175E-04      0.34068138E-26      0.24003028E-07      0.13175924E-05      0.25030007E-05      0.27499425E-07      0.54633390E-48      0.16311280E-01      0.20891734E-07      0.65629949E+01      0.53802891E+03
      2320      0.35918403E+03      0.40201837E+03      0.35672379E+03      0.12527345E+04      0.33962647E+03      0.88862967E+03      0.24956390E+02      0.15799046E+03      0.13485715E+02      0.31858983E+00      0.19014204E+02      0.45389626E+02      0.38985079E+01      0.33303086E+02      0.43073958E+03      0.12850863E+03      0.71299159E-01      0.27879771E+02      0.28740977E+02      0.12568697E+00      0.13335559E+02      0.94250341E+00      0.48034774E+01      0.73466487E+01      0.56282103E-04      0.27852572E-26      0.22067684E-07      0.11820991E-05      0.23658836E-05      0.25781599E-07      0.38699150E-48      0.16036526E-01      0.19830019E-07      0.65589656E+01      0.53802891E+03
      2321      0.35897743E+03      0.40179154E+03      0.35652365E+03      0.12527277E+04      0.33962029E+03      0.88866112E+03      0.24776075E+02      0.15799067E+03      0.13485714E+02      0.31859038E+00      0.19013978E+02      0.45387360E+02      0.38986899E+01      0.33306247E+02      0.43075183E+03      0.12852869E+03      0.71304165E-01      0.27879551E+02      0.28740966E+02      0.12268170E+00      0.13189093E+02      0.93033683E+00      0.47858271E+01      0.73418776E+01      0.53941179E-04      0.22770824E-26      0.20288313E-07      0.10605342E-05      0.22362729E-05      0.24170991E-07      0.27412252E-48      0.15766354E-01      0.18822183E-07      0.65576283E+01      0.53802891E+03
      2322      0.35878637E+03      0.40158178E+03      0.35633801E+03      0.12527401E+04      0.33961417E+03      0.88869847E+03      0.24597840E+02      0.15799088E+03      0.13485712E+02      0.31859092E+00      0.19013762E+02      0.45386805E+02      0.38988973E+01      0.33309475E+02      0.43076767E+03      0.12854875E+03      0.71309333E-01      0.27879887E+02      0.28740955E+02      0.11975119E+00      0.13044330E+02      0.91833505E+00      0.47682530E+01      0.73371127E+01      0.51699030E-04      0.18616697E-26      0.18652642E-07      0.95148546E-06      0.21137799E-05      0.22661302E-07      0.19417262E-48      0.15500905E-01      0.17865829E-07      0.65589693E+01      0.53802891E+03
      2323      0.35860999E+03      0.40138777E+03      0.35616483E+03      0.12527972E+04      0.33960811E+03      0.88875142E+03      0.24421847E+02      0.15799109E+03      0.13485711E+02      0.31859146E+00      0.19013574E+02      0.45389523E+02      0.38991818E+01      0.33313020E+02      0.43079353E+03      0.12856935E+03      0.71315120E-01      0.27881484E+02      0.28740944E+02      0.11689635E+00      0.12901387E+02      0.90650729E+00      0.47507721E+01      0.73323587E+01      0.49553497E-04      0.15221387E-26      0.17149371E-07      0.85368354E-06      0.19980380E-05      0.21246629E-07      0.13754071E-48      0.15240347E-01      0.16958693E-07      0.65633846E+01      0.53802891E+03
      2324      0.35844072E+03      0.40120105E+03      0.35599663E+03      0.12528978E+04      0.33960210E+03      0.88881999E+03      0.24248025E+02      0.15799131E+03      0.13485709E+02      0.31859200E+00      0.19013415E+02      0.45395172E+02      0.38995462E+01      0.33316907E+02      0.43082964E+03      0.12859056E+03      0.71321573E-01      0.27884296E+02      0.28740933E+02      0.11411553E+00      0.12760261E+02      0.89485246E+00      0.47333860E+01      0.73276162E+01      0.47500588E-04      0.12446215E-26      0.15767791E-07      0.76596840E-06      0.18886767E-05      0.19921015E-07      0.97425930E-49      0.14984619E-01      0.16098267E-07      0.65688422E+01      0.53802891E+03
      2325      0.35826879E+03      0.40101096E+03      0.35582462E+03      0.12530229E+04      0.33959615E+03      0.88889752E+03      0.24076192E+02      0.15799152E+03      0.13485708E+02      0.31859255E+00      0.19013277E+02      0.45402243E+02      0.38999582E+01      0.33320996E+02      0.43087188E+03      0.12861209E+03      0.71328436E-01      0.27887774E+02      0.28740922E+02      0.11140532E+00      0.12620854E+02      0.88336197E+00      0.47160856E+01      0.73228828E+01      0.45535179E-04      0.10177541E-26      0.14497867E-07      0.68728763E-06      0.17853304E-05      0.18678606E-07      0.69010924E-49      0.14733499E-01      0.15281937E-07      0.65732656E+01      0.53802891E+03
      2326      0.35808984E+03      0.40081279E+03      0.35564498E+03      0.12531608E+04      0.33959025E+03      0.88897996E+03      0.23906268E+02      0.15799174E+03      0.13485707E+02      0.31859309E+00      0.19013155E+02      0.45409871E+02      0.39003979E+01      0.33325197E+02      0.43091769E+03      0.12863375E+03      0.71335550E-01      0.27891588E+02      0.28740911E+02      0.10876300E+00      0.12483101E+02      0.87202978E+00      0.46988647E+01      0.73181570E+01      0.43652853E-04      0.83227208E-27      0.13330466E-07      0.61670364E-06      0.16876598E-05      0.17514033E-07      0.48883368E-49      0.14486820E-01      0.14507317E-07      0.65766634E+01      0.53802891E+03
      2327      0.35790364E+03      0.40060635E+03      0.35545773E+03      0.12533068E+04      0.33958440E+03      0.88906564E+03      0.23738224E+02      0.15799196E+03      0.13485705E+02      0.31859363E+00      0.19013047E+02      0.45417723E+02      0.39008571E+01      0.33329477E+02      0.43096601E+03      0.12865548E+03      0.71342851E-01      0.27895604E+02      0.28740900E+02      0.10618651E+00      0.12346964E+02      0.86085221E+00      0.46817210E+01      0.73134381E+01      0.41849809E-04      0.68061632E-27      0.12257263E-07      0.55338001E-06      0.15953496E-05      0.16422354E-07      0.34626166E-49      0.14244473E-01      0.13772220E-07      0.65795287E+01      0.53802891E+03
      2328      0.35771095E+03      0.40039254E+03      0.35526379E+03      0.12534566E+04      0.33957861E+03      0.88915311E+03      0.23572019E+02      0.15799217E+03      0.13485704E+02      0.31859417E+00      0.19012951E+02      0.45425537E+02      0.39013282E+01      0.33333802E+02      0.43101588E+03      0.12867721E+03      0.71350280E-01      0.27899705E+02      0.28740889E+02      0.10367385E+00      0.12212409E+02      0.84982579E+00      0.46646520E+01      0.73087256E+01      0.40122457E-04      0.55661150E-27      0.11270618E-07      0.49656742E-06      0.15081024E-05      0.15398954E-07      0.24527184E-49      0.14006348E-01      0.13074583E-07      0.65819828E+01      0.53802891E+03
      2329      0.35750393E+03      0.40016331E+03      0.35505778E+03      0.12535590E+04      0.33957287E+03      0.88922330E+03      0.23407202E+02      0.15799239E+03      0.13485702E+02      0.31859471E+00      0.19012838E+02      0.45429857E+02      0.39017123E+01      0.33337705E+02      0.43105492E+03      0.12869793E+03      0.71356982E-01      0.27902457E+02      0.28740878E+02      0.10121898E+00      0.12079174E+02      0.83892880E+00      0.46476267E+01      0.73040110E+01      0.38464673E-04      0.45518300E-27      0.10363191E-07      0.44557656E-06      0.14256078E-05      0.14439013E-07      0.17373646E-49      0.13771953E-01      0.12411989E-07      0.65797784E+01      0.53802891E+03
